"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL","I_Zscore"
"1","prosthesis","10","121","4.796","0.765"
"1","prostitute","10","1,348","7.206","-0.214"
"1","protester","9","111","4.710","-0.008"
"1","protractor","10","29","3.367","0.143"
"1","prune","5","739","6.605","-0.340"
"1","pub","3","102,709","11.540","-0.476"
"1","publication","11","20,664","9.936","-0.353"
"1","publisher","9","12,769","9.455","-0.379"
"1","puck","4","2,018","7.610","-0.151"
"1","pudding","7","1,254","7.134","-0.317"
"1","puddle","6","909","6.812","-0.357"
"1","puke","4","1,277","7.152","-0.442"
"1","pulley","6","1,281","7.155","-0.165"
"1","pullover","8","125","4.828","0.171"
"1","pulp","4","4,301","8.367","-0.609"
"1","pumice","6","82","4.407","-0.149"
"1","pump","4","10,590","9.268","-0.610"
"1","pumpernickel","12","50","3.912","0.575"
"1","pumpkin","7","937","6.843","-0.603"
"1","pup","3","1,764","7.475","-0.225"
"1","pupil","5","1,036","6.943","-0.621"
"1","puppet","6","4,009","8.296","-0.549"
"1","puppy","5","8,534","9.052","-0.673"
"1","purse","5","1,862","7.529","-0.496"
"1","pushcart","8","24","3.178","0.003"
"1","putty","5","542","6.295","-0.013"
"1","puzzle","6","5,290","8.574","-0.362"
"1","quadriceps","10","86","4.454","0.516"
"1","quarter","7","11,705","9.368","-0.636"
"1","quarterback","11","836","6.729","-0.319"
"1","quarters","8","4,460","8.403","-0.223"
"1","questionnaire","13","2,198","7.695","0.306"
"1","quiche","6","239","5.476","-0.118"
"1","quill","5","430","6.064","-0.249"
"1","quilt","5","1,698","7.437","0.015"
"1","rabbit","6","5,751","8.657","-0.674"
"1","racehorse","9","59","4.078","-0.168"
"1","rack","4","11,655","9.363","-0.609"
"1","racket","6","671","6.509","-0.351"
"1","radiator","8","1,051","6.957","-0.567"
"1","radio","5","71,946","11.184","-0.808"
"1","radish","6","139","4.934","-0.252"
"1","raft","4","841","6.735","-0.345"
"1","rag","3","3,827","8.250","-0.371"
"1","rail","4","7,339","8.901","-0.686"
"1","railroad","8","4,755","8.467","-0.601"
"1","rain","4","17,801","9.787","-0.836"
"1","raincoat","8","191","5.252","-0.275"
"1","raindrop","8","68","4.220","-0.329"
"1","rainwater","9","176","5.170","-0.157"
"1","raisin","6","314","5.749","-0.196"
"1","rake","4","919","6.823","-0.429"
"1","ramp","4","2,793","7.935","-0.337"
"1","rancher","7","570","6.346","-0.333"
"1","raspberry","9","674","6.513","-0.134"
"1","rat","3","7,399","8.909","-0.891"
"1","rattle","6","1,234","7.118","-0.527"
"1","razor","5","3,264","8.091","-0.350"
"1","receipt","7","6,255","8.741","-0.418"
"1","receptacle","10","390","5.966","0.119"
"1","receptionist","12","678","6.519","-0.253"
"1","record","6","61,996","11.035","-0.649"
"1","recorder","8","4,158","8.333","-0.182"
"1","recruiter","9","4,847","8.486","-0.011"
"1","rectum","6","862","6.759","-0.222"
"1","reefer","6","306","5.724","0.506"
"1","refrigerator","12","1,845","7.520","0.170"
"1","reindeer","8","416","6.031","-0.123"
"1","remote","6","27,308","10.215","-0.384"
"1","reptile","7","1,224","7.110","-0.374"
"1","residence","9","4,276","8.361","-0.261"
"1","respirator","10","142","4.956","0.170"
"1","restaurant","10","8,469","9.044","-0.542"
"1","retriever","9","1,774","7.481","0.064"
"1","revolver","8","1,173","7.067","-0.172"
"1","rhinestone","10","69","4.234","0.079"
"1","rhubarb","7","386","5.956","0.237"
"1","rib","3","1,205","7.094","-0.548"
"1","ribbon","6","3,592","8.186","-0.222"
"1","rice","4","16,535","9.713","-0.641"
"1","rifle","5","8,290","9.023","-0.348"
"1","rind","4","407","6.009","0.284"
"1","ring","4","44,167","10.696","-0.752"
"1","rink","4","2,015","7.608","-0.379"
"1","river","5","27,274","10.214","-0.544"
"1","riverbank","9","39","3.664","-0.341"
"1","riverboat","9","133","4.890","-0.357"
"1","roach","5","808","6.695","-0.357"
"1","road","4","66,722","11.108","-0.625"
"1","roadway","7","391","5.969","-0.554"
"1","roast","5","1,484","7.302","-0.431"
"1","robber","6","886","6.787","-0.637"
"1","robe","4","1,641","7.403","-0.627"
"1","robot","5","10,880","9.295","-0.581"
"1","rock","4","44,285","10.698","-0.837"
"1","rocker","6","1,240","7.123","-0.382"
"1","rod","3","19,565","9.881","-0.586"
"1","rodent","6","947","6.853","-0.275"
"1","roll","4","21,720","9.986","-0.614"
"1","rook","4","637","6.457","-0.086"
"1","roommate","8","2,998","8.006","-0.466"
"1","roosters","8","92","4.522","-0.206"
"1","root","4","27,384","10.218","-0.622"
"1","rope","4","6,358","8.757","-0.716"
"1","rosary","6","329","5.796","-0.133"
"1","rose","4","19,326","9.869","-0.701"
"1","rosebush","8","8","2.079","-0.203"
"1","rosemary","8","1,409","7.251","-0.140"
"1","rosewater","9","44","3.784","0.031"
"1","rotisserie","10","252","5.529","0.565"
"1","rowboat","7","50","3.912","0.145"
"1","rubber","6","10,099","9.220","-0.403"
"1","rubbish","7","7,126","8.872","-0.407"
"1","ruby","4","4,465","8.404","-0.385"
"1","rucksack","8","60","4.094","0.462"
"1","rug","3","1,448","7.278","-0.585"
"1","ruler","5","2,703","7.902","-0.569"
"1","rum","3","957","6.864","-0.423"
"1","runner","6","4,480","8.407","-0.625"
"1","rye","3","1,258","7.137","-0.431"
"1","sack","4","2,220","7.705","-0.420"
"1","sackcloth","9","75","4.317","0.688"
"1","saddle","6","2,899","7.972","-0.746"
"1","saddlebag","9","97","4.575","0.041"
"1","saffron","7","390","5.966","0.549"
"1","sage","4","4,766","8.469","-0.430"
"1","sailboat","8","523","6.260","-0.546"
"1","sailcloth","9","15","2.708","0.655"
"1","salad","5","2,491","7.820","-0.520"
"1","salamander","10","362","5.892","0.036"
"1","salesgirl","9","34","3.526","0.211"
"1","saleslady","9","55","4.007","0.398"
"1","salesman","8","3,345","8.115","-0.441"
"1","saleswoman","10","89","4.489","-0.403"
"1","salmon","6","3,076","8.031","-0.382"
"1","saloon","6","541","6.293","-0.169"
"1","salt","4","15,258","9.633","-0.817"
"1","saltshaker","10","6","1.792","0.484"
"1","saltwater","9","513","6.240","-0.245"
"1","salve","5","1,852","7.524","-0.435"
"1","sand","4","10,083","9.219","-0.719"
"1","sandalwood","10","52","3.951","-0.116"
"1","sandbag","7","118","4.771","-0.406"
"1","sandbank","8","8","2.079","0.016"
"1","sandbox","7","334","5.811","-0.520"
"1","sandcastle","10","33","3.497","0.080"
"1","sandpaper","9","383","5.948","-0.232"
"1","sandwich","8","2,328","7.753","-0.633"
"1","sangria","7","1,136","7.035","0.349"
"1","sapling","7","70","4.248","-0.028"
"1","sapphire","8","2,832","7.949","-0.162"
"1","sardine","7","104","4.644","-0.074"
"1","sarong","6","52","3.951","0.658"
"1","sash","4","307","5.727","-0.191"
"1","satchel","7","236","5.464","0.316"
"1","satin","5","1,533","7.335","-0.267"
"1","sauce","5","5,757","8.658","-0.715"
"1","saucepan","8","602","6.400","-0.270"
"1","sauerkraut","10","131","4.875","0.699"
"1","sauna","5","557","6.323","-0.252"
"1","sausage","7","1,273","7.149","-0.470"
"1","saw","3","87,044","11.374","-0.531"
"1","sawdust","7","332","5.805","-0.214"
"1","sawhorse","8","54","3.989","0.038"
"1","saxophone","9","558","6.324","-0.005"
"1","scab","4","546","6.303","-0.175"
"1","scale","5","24,681","10.114","-0.767"
"1","scallion","8","167","5.118","-0.140"
"1","scallop","7","50","3.912","-0.330"
"1","scalp","5","1,315","7.182","-0.457"
"1","scalpel","7","203","5.313","0.296"
"1","scanner","7","10,761","9.284","-0.437"
"1","scapula","7","30","3.401","0.503"
"1","scar","4","1,738","7.460","-0.443"
"1","scarecrow","9","2,316","7.748","-0.053"
"1","scarf","5","826","6.717","-0.449"
"1","school","6","119,951","11.695","-0.742"
"1","schoolboy","9","155","5.043","-0.227"
"1","schoolgirl","10","172","5.147","-0.339"
"1","schoolhouse","11","389","5.964","-0.338"
"1","schoolwork","10","244","5.497","-0.314"
"1","scientist","9","9,071","9.113","-0.504"
"1","scissors","8","1,369","7.222","-0.386"
"1","scoop","5","2,577","7.854","-0.495"
"1","scooter","7","744","6.612","-0.435"
"1","scorecard","9","509","6.232","0.435"
"1","scorpion","8","2,696","7.900","-0.458"
"1","Scotch","6","1,422","7.260","-0.408"
"1","scrapbook","9","437","6.080","-0.373"
"1","scraper","7","201","5.303","-0.376"
"1","scratches","9","2,273","7.729","-0.515"
"1","screen","6","74,698","11.221","-0.439"
"1","screw","5","9,543","9.164","-0.657"
"1","screwdriver","11","1,173","7.067","0.218"
"1","script","6","33,261","10.412","-0.630"
"1","scrotum","7","594","6.387","0.176"
"1","scrubber","8","186","5.226","-0.050"
"1","sculpture","9","974","6.881","-0.536"
"1","scythe","6","213","5.361","0.023"
"1","sea","3","36,736","10.512","-0.948"
"1","seam","4","1,085","6.989","-0.385"
"1","seamstress","10","140","4.942","0.141"
"1","seaplane","8","106","4.663","0.322"
"1","searchlight","11","717","6.575","-0.050"
"1","seashore","8","235","5.460","-0.441"
"1","seasoning","9","418","6.035","-0.148"
"1","seat","4","17,184","9.752","-0.588"
"1","seawater","8","261","5.565","-0.187"
"1","seaweed","7","381","5.943","-0.053"
"1","secretary","9","14,898","9.609","-0.173"
"1","sedan","5","1,168","7.063","-0.146"
"1","sedative","8","190","5.247","-0.072"
"1","seed","4","8,215","9.014","-0.690"
"1","seedling","8","161","5.081","-0.094"
"1","semen","5","1,655","7.412","-0.083"
"1","senorita","8","26","3.258","0.555"
"1","sequin","6","43","3.761","0.233"
"1","servant","7","3,238","8.083","-0.404"
"1","sesame","6","2,163","7.679","0.189"
"1","sex","3","65,480","11.090","-0.867"
"1","shack","5","4,308","8.368","-0.600"
"1","shaker","6","434","6.073","-0.444"
"1","shallot","7","52","3.951","-0.177"
"1","shampoo","7","2,336","7.756","-0.627"
"1","shamrock","8","498","6.211","0.049"
"1","shank","5","503","6.221","-0.178"
"1","sharpener","9","133","4.890","-0.183"
"1","shavings","8","316","5.756","-0.260"
"1","shawl","5","182","5.204","-0.435"
"1","shed","4","6,227","8.737","-0.532"
"1","sheep","5","7,524","8.926","-0.693"
"1","sheepdog","8","684","6.528","-0.042"
"1","sheepskin","9","100","4.605","-0.254"
"1","sheet","5","17,017","9.742","-0.690"
"1","shelf","5","5,669","8.643","-0.466"
"1","shell","5","37,174","10.523","-0.726"
"1","shellfish","9","266","5.583","-0.117"
"1","shelter","7","4,384","8.386","-0.550"
"1","sherbet","7","38","3.638","0.028"
"1","shield","6","14,024","9.549","-0.679"
"1","shin","4","1,605","7.381","-0.201"
"1","shinbone","8","7","1.946","0.585"
"1","shingle","7","129","4.860","0.049"
"1","ship","4","51,299","10.845","-0.778"
"1","shipman","7","145","4.977","-0.358"
"1","shipmate","8","24","3.178","-0.108"
"1","shirt","5","8,155","9.006","-0.728"
"1","shirtsleeve","11","3","1.099","0.412"
"1","shirttail","9","7","1.946","0.494"
"1","shoe","4","5,209","8.558","-0.516"
"1","shoehorn","8","151","5.017","0.331"
"1","shoelace","8","47","3.850","-0.143"
"1","shoestring","10","336","5.817","0.136"
"1","shopkeeper","10","289","5.666","-0.073"
"1","shopper","7","1,861","7.529","-0.670"
"1","shore","5","6,111","8.718","-0.605"
"1","shortbread","10","53","3.970","-0.248"
"1","shortcake","9","86","4.454","-0.299"
"1","shorts","6","5,533","8.618","-0.572"
"1","shot","4","42,214","10.651","-0.838"
"1","shotgun","7","3,458","8.148","-0.454"
"1","shoulder","8","11,440","9.345","-0.488"
"1","shovel","6","1,017","6.925","-0.358"
"1","shower","6","6,874","8.836","-0.600"
"1","showerhead","10","40","3.689","0.016"
"1","shrimp","6","1,993","7.597","-0.354"
"1","shrine","6","2,376","7.773","-0.400"
"1","shrub","5","280","5.635","-0.308"
"1","shuffleboard","12","28","3.332","0.045"
"1","shutter","7","1,732","7.457","-0.352"
"1","shuttle","7","8,379","9.033","-0.350"
"1","sibling","7","789","6.671","-0.313"
"1","sideboard","9","503","6.221","-0.022"
"1","sideburns","9","130","4.868","-0.140"
"1","sidecar","7","124","4.820","-0.121"
"1","sidewalk","8","1,502","7.315","-0.530"
"1","sifter","6","16","2.773","0.406"
"1","sign","4","39,389","10.581","-0.706"
"1","signpost","8","268","5.591","0.393"
"1","silk","4","3,864","8.259","-0.516"
"1","silkworm","8","91","4.511","-0.257"
"1","silverware","10","244","5.497","-0.144"
"1","singer","6","9,407","9.149","-0.388"
"1","sink","4","8,579","9.057","-0.817"
"1","sirloin","7","80","4.382","-0.172"
"1","sister","6","17,160","9.750","-0.619"
"1","skate","5","10,328","9.243","-0.584"
"1","skateboard","10","303","5.714","-0.271"
"1","skateboarder","12","27","3.296","-0.131"
"1","skeleton","8","2,347","7.761","-0.487"
"1","sketch","6","2,053","7.627","-0.392"
"1","sketchbook","10","89","4.489","-0.280"
"1","skewer","6","201","5.303","0.191"
"1","ski","3","12,347","9.421","-0.660"
"1","skillet","7","654","6.483","-0.334"
"1","skin","4","24,973","10.126","-0.790"
"1","skirt","5","4,928","8.503","-0.378"
"1","skullcap","8","35","3.555","0.138"
"1","slacks","6","493","6.201","-0.527"
"1","slaw","4","86","4.454","-0.007"
"1","sled","4","2,423","7.793","-0.345"
"1","sledge","6","274","5.613","-0.284"
"1","sledgehammer","12","313","5.746","0.114"
"1","sleeve","6","4,251","8.355","-0.575"
"1","sleigh","6","739","6.605","-0.316"
"1","slide","5","10,004","9.211","-0.720"
"1","slime","5","1,921","7.561","-0.238"
"1","sling","5","782","6.662","-0.230"
"1","slingshot","9","316","5.756","-0.336"
"1","slipcover","9","41","3.714","-0.009"
"1","slipknot","8","1,413","7.253","0.194"
"1","slipper","7","334","5.811","-0.480"
"1","slug","4","4,597","8.433","-0.517"
"1","slush","5","351","5.861","-0.500"
"1","slut","4","2,118","7.658","-0.627"
"1","smock","5","163","5.094","-0.163"
"1","smooch","6","143","4.963","-0.082"
"1","smoothie","8","59","4.078","-0.186"
"1","smuggler","8","310","5.737","-0.280"
"1","snack","5","1,669","7.420","-0.520"
"1","snail","5","10,191","9.229","-0.634"
"1","sneaker","7","221","5.398","-0.461"
"1","snorkel","7","336","5.817","-0.168"
"1","snot","4","498","6.211","-0.497"
"1","snow","4","20,209","9.914","-0.702"
"1","snowball","8","484","6.182","-0.517"
"1","snowdrift","9","14","2.639","0.017"
"1","snowfall","8","354","5.869","-0.220"
"1","snowflake","9","250","5.521","-0.453"
"1","snowman","7","799","6.683","-0.503"
"1","snowshoe","8","134","4.898","0.199"
"1","soap","4","8,037","8.992","-0.675"
"1","soccer","6","7,502","8.923","-0.576"
"1","sock","4","1,146","7.044","-0.717"
"1","socket","6","8,514","9.049","-0.379"
"1","soda","4","3,367","8.122","-0.716"
"1","sofa","4","1,515","7.323","-0.536"
"1","softball","8","886","6.787","-0.755"
"1","soil","4","7,607","8.937","-0.722"
"1","soldier","7","8,296","9.024","-0.436"
"1","soles","5","1,005","6.913","-0.329"
"1","sombrero","8","128","4.852","0.363"
"1","someone","7","255,347","12.450","-0.536"
"1","son","3","43,980","10.691","-0.828"
"1","songbook","8","437","6.080","-0.289"
"1","souffle","7","140","4.942","0.565"
"1","soup","4","6,046","8.707","-0.825"
"1","sourdough","9","462","6.136","-0.053"
"1","southerner","10","162","5.088","0.244"
"1","soy","3","3,370","8.123","-0.191"
"1","soybean","7","309","5.733","-0.164"
"1","spacesuit","9","107","4.673","0.241"
"1","spade","5","1,057","6.963","-0.459"
"1","spareribs","9","28","3.332","1.196"
"1","spatula","7","546","6.303","-0.151"
"1","speakers","8","14,660","9.593","-0.566"
"1","spear","5","1,634","7.399","-0.627"
"1","spectacles","10","274","5.613","-0.140"
"1","spectroscope","12","5","1.609","0.739"
"1","speedboat","9","58","4.060","-0.277"
"1","spices","6","1,184","7.077","-0.519"
"1","spider","6","6,953","8.847","-0.615"
"1","spike","5","4,226","8.349","-0.478"
"1","spinach","7","895","6.797","-0.340"
"1","spine","5","5,167","8.550","-0.516"
"1","spit","4","3,740","8.227","-0.586"
"1","splint","6","77","4.344","-0.475"
"1","splinter","8","548","6.306","-0.365"
"1","spokesman","9","4,899","8.497","-0.385"
"1","sponge","6","1,597","7.376","-0.525"
"1","spool","5","4,385","8.386","-0.541"
"1","spoon","5","2,624","7.872","-0.684"
"1","sportswriter","12","30","3.401","0.402"
"1","spout","5","1,085","6.989","-0.001"
"1","sprayer","7","220","5.394","-0.053"
"1","spreader","8","299","5.700","-0.010"
"1","sprinkler","9","212","5.357","-0.374"
"1","spyglass","8","398","5.986","0.092"
"1","squash","6","1,217","7.104","-0.543"
"1","squeegee","8","86","4.454","0.951"
"1","squirrel","8","1,989","7.595","-0.213"
"1","stableman","9","2","0.693","0.006"
"1","staff","5","41,035","10.622","-0.864"
"1","stage","5","30,645","10.330","-0.605"
"1","stagecoach","10","86","4.454","-0.252"
"1","staircase","9","876","6.775","-0.434"
"1","stairs","6","5,581","8.627","-0.653"
"1","stairwell","9","160","5.075","-0.348"
"1","stake","5","4,529","8.418","-0.451"
"1","stall","5","2,794","7.935","-0.353"
"1","stallion","8","981","6.889","-0.294"
"1","stamp","5","6,821","8.828","-0.665"
"1","staple","6","1,109","7.011","-0.663"
"1","stapler","7","76","4.331","-0.277"
"1","starch","6","626","6.439","-0.555"
"1","stationary","10","1,958","7.580","-0.102"
"1","statue","6","7,801","8.962","-0.260"
"1","statuette","9","57","4.043","0.604"
"1","steak","5","1,510","7.320","-0.566"
"1","steamboat","9","546","6.303","-0.150"
"1","steel","5","18,414","9.821","-0.844"
"1","steelworker","11","18","2.890","0.009"
"1","stem","4","3,579","8.183","-0.762"
"1","stencil","7","283","5.645","-0.019"
"1","step","4","43,956","10.691","-0.733"
"1","stepbrother","11","24","3.178","-0.258"
"1","stepchild","9","54","3.989","-0.001"
"1","stepdaughter","12","111","4.710","0.212"
"1","stepfather","10","260","5.561","-0.285"
"1","stepladder","10","26","3.258","0.329"
"1","stepson","7","112","4.718","0.240"
"1","stereo","6","12,719","9.451","-0.408"
"1","steroids","8","1,403","7.246","-0.362"
"1","stethoscope","11","152","5.024","0.584"
"1","stewardess","10","185","5.220","0.125"
"1","stick","5","28,279","10.250","-0.711"
"1","stilt","5","425","6.052","0.047"
"1","stirrup","7","166","5.112","0.045"
"1","stockbroker","11","120","4.787","0.225"
"1","stocking","8","1,433","7.268","-0.384"
"1","stockings","9","1,529","7.332","-0.520"
"1","stomach","7","7,701","8.949","-0.663"
"1","stomp","5","1,500","7.313","-0.345"
"1","stone","5","33,008","10.405","-0.623"
"1","stoneware","9","65","4.174","-0.008"
"1","stool","5","1,234","7.118","-0.452"
"1","stoop","5","770","6.646","-0.321"
"1","stopwatch","9","217","5.380","-0.190"
"1","store","5","53,126","10.880","-0.564"
"1","storehouse","10","211","5.352","-0.112"
"1","storekeeper","11","61","4.111","-0.251"
"1","storeroom","9","115","4.745","0.502"
"1","storybook","9","287","5.659","-0.246"
"1","stove","5","1,846","7.521","-0.548"
"1","straightedge","12","138","4.927","1.264"
"1","strainer","8","277","5.624","0.100"
"1","straitjacket","12","111","4.710","0.289"
"1","strap","5","3,351","8.117","-0.455"
"1","straw","5","3,849","8.256","-0.455"
"1","strawberry","10","1,622","7.391","-0.172"
"1","stream","6","11,580","9.357","-0.578"
"1","street","6","76,139","11.240","-0.729"
"1","streetcar","9","180","5.193","-0.079"
"1","streets","7","9,995","9.210","-0.649"
"1","streetwalker","12","23","3.135","-0.047"
"1","stretcher","9","493","6.201","-0.115"
"1","string","6","33,204","10.410","-0.559"
"1","stroller","8","596","6.390","-0.504"
"1","strongbox","9","5","1.609","-0.322"
"1","strudel","7","24","3.178","0.068"
"1","student","7","56,461","10.941","-0.755"
"1","stuff","5","140,706","11.854","-0.610"
"1","submarine","9","2,263","7.724","-0.144"
"1","substance","9","8,177","9.009","-0.316"
"1","subway","6","1,936","7.568","-0.556"
"1","suds","4","164","5.100","-0.062"
"1","suede","5","664","6.498","0.019"
"1","sugar","5","14,292","9.567","-0.841"
"1","sugarcane","9","78","4.357","0.364"
"1","suit","4","18,276","9.813","-0.520"
"1","suitcase","8","1,207","7.096","-0.344"
"1","sundae","6","148","4.997","0.018"
"1","sundeck","7","20","2.996","0.401"
"1","sunflower","9","474","6.161","-0.465"
"1","sunglasses","10","3,429","8.140","-0.362"
"1","sunroof","7","368","5.908","-0.319"
"1","supermarket","11","1,671","7.421","-0.279"
"1","supervisor","10","5,245","8.565","-0.200"
"1","supper","6","1,170","7.065","-0.412"
"1","surfboard","9","162","5.088","-0.062"
"1","surgeon","7","2,683","7.895","-0.474"
"1","surveyor","8","374","5.924","0.233"
"1","sushi","5","813","6.701","-0.293"
"1","suspenders","10","207","5.333","-0.141"
"1","suture","6","88","4.477","0.421"
"1","swab","4","289","5.666","-0.019"
"1","swamp","5","5,706","8.649","-0.475"
"1","swan","4","1,631","7.397","-0.591"
"1","sweatband","9","5","1.609","-0.002"
"1","sweater","7","1,314","7.181","-0.480"
"1","sweatshirt","10","448","6.105","-0.157"
"1","swimsuit","8","711","6.567","-0.223"
"1","swing","5","7,716","8.951","-0.471"
"1","switchblade","11","97","4.575","-0.010"
"1","switchboard","11","539","6.290","-0.451"
"1","sword","5","16,752","9.726","-0.682"
"1","syringe","7","697","6.547","0.316"
"1","syrup","5","1,916","7.558","-0.437"
"1","Tabasco","7","462","6.136","0.181"
"1","table","5","56,081","10.935","-0.539"
"1","tablecloth","10","80","4.382","-0.199"
"1","tablespoon","10","1,017","6.925","-0.335"
"1","tablet","6","7,519","8.925","-0.559"
"1","tableware","9","56","4.025","0.057"
"1","tabloid","7","1,102","7.005","0.016"
"1","taffy","5","147","4.990","-0.186"
"1","tag","3","20,783","9.942","-0.758"
"1","tailcoat","8","8","2.079","-0.262"
"1","taillight","9","64","4.159","0.878"
"1","tailor","6","1,778","7.483","-0.540"
"1","talisman","8","2,421","7.792","0.155"
"1","tambourine","10","181","5.198","0.252"
"1","tampon","6","239","5.476","-0.006"
"1","tangerine","9","426","6.054","-0.124"
"1","tank","4","17,481","9.769","-0.886"
"1","tape","4","61,126","11.021","-0.733"
"1","tapestry","8","745","6.613","-0.135"
"1","tapioca","7","109","4.691","0.267"
"1","tar","3","8,295","9.023","-0.492"
"1","tartar","6","313","5.746","0.019"
"1","tattoo","6","3,407","8.134","-0.490"
"1","tavern","6","987","6.895","-0.380"
"1","taxi","4","2,745","7.918","-0.567"
"1","taxpayer","8","2,245","7.716","-0.531"
"1","tea","3","8,688","9.070","-0.862"
"1","teabag","6","49","3.892","-0.485"
"1","teacher","7","16,947","9.738","-0.676"
"1","teacup","6","103","4.635","-0.455"
"1","teahouse","8","31","3.434","0.284"
"1","teakettle","9","18","2.890","0.334"
"1","teammate","8","544","6.299","-0.220"
"1","teapot","6","324","5.781","-0.422"
"1","tear","4","6,617","8.797","-0.781"
"1","teardrop","8","186","5.226","-0.265"
"1","tearoom","7","35","3.555","0.942"
"1","teaspoon","8","1,546","7.343","-0.277"
"1","teaspoonful","11","69","4.234","0.153"
"1","technician","10","5,039","8.525","-0.109"
"1","teenager","8","2,432","7.796","-0.409"
"1","teeth","5","10,942","9.300","-0.810"
"1","telescope","9","3,324","8.109","-0.197"
"1","television","10","22,560","10.024","-0.451"
"1","temple","6","13,396","9.503","-0.502"
"1","tenant","6","744","6.612","-0.285"
"1","tenderloin","10","114","4.736","0.036"
"1","tent","4","3,187","8.067","-0.731"
"1","tepee","5","16","2.773","0.481"
"1","termite","7","243","5.493","-0.323"
"1","terrace","7","1,715","7.447","-0.313"
"1","terrier","7","2,637","7.877","-0.074"
"1","terrycloth","10","35","3.555","0.328"
"1","testes","6","277","5.624","0.340"
"1","testicle","8","254","5.537","-0.311"
"1","textile","7","1,238","7.121","-0.389"
"1","theologian","10","296","5.690","0.478"
"1","therapist","9","2,391","7.779","-0.418"
"1","thermometer","11","695","6.544","-0.126"
"1","thermos","7","306","5.724","0.165"
"1","thermostat","10","979","6.887","0.122"
"1","thesaurus","9","740","6.607","0.055"
"1","thigh","5","2,526","7.834","-0.349"
"1","thimble","7","114","4.736","-0.228"
"1","thong","5","510","6.234","-0.214"
"1","thorn","5","3,726","8.223","-0.243"
"1","thread","6","57,162","10.954","-0.335"
"1","throat","6","8,042","8.992","-0.624"
"1","throne","6","5,951","8.691","-0.560"
"1","thumb","5","6,586","8.793","-0.375"
"1","thumbnail","9","626","6.439","-0.042"
"1","thumbscrew","10","16","2.773","0.519"
"1","thumbtack","9","29","3.367","0.291"
"1","thyme","5","373","5.922","0.003"
"1","ticket","6","14,121","9.555","-0.642"
"1","tie","3","14,878","9.608","-0.724"
"1","tightrope","9","169","5.130","0.406"
"1","tile","4","1,327","7.191","-0.574"
"1","tiller","6","309","5.733","0.045"
"1","timber","6","4,325","8.372","-0.434"
"1","timepiece","9","33","3.497","0.042"
"1","tin","3","11,849","9.380","-0.632"
"1","tinderbox","9","48","3.871","0.151"
"1","tinfoil","7","82","4.407","0.008"
"1","tinplate","8","197","5.283","1.225"
"1","tinsel","6","141","4.949","0.020"
"1","tire","4","6,155","8.725","-0.651"
"1","tissue","6","14,342","9.571","-0.572"
"1","toast","5","3,064","8.027","-0.622"
"1","toaster","7","1,937","7.569","-0.597"
"1","tobacco","7","5,750","8.657","-0.397"
"1","toboggan","8","74","4.304","0.656"
"1","toddler","7","1,032","6.939","-0.483"
"1","toe","3","4,548","8.422","-0.594"
"1","toffee","6","100","4.605","0.241"
"1","tofu","4","911","6.815","-0.222"
"1","toga","4","1,064","6.970","-0.248"
"1","toilet","6","5,523","8.617","-0.691"
"1","toiletry","8","14","2.639","0.061"
"1","token","5","7,311","8.897","-0.681"
"1","tomahawk","8","331","5.802","0.278"
"1","tomato","6","2,137","7.667","-0.453"
"1","tomb","4","6,175","8.728","-0.489"
"1","tombstone","9","554","6.317","-0.263"
"1","tongs","5","213","5.361","0.456"
"1","tongue","6","14,963","9.613","-0.594"
"1","tonic","5","511","6.236","-0.508"
"1","tool","4","33,286","10.413","-0.771"
"1","tooth","5","3,129","8.048","-0.584"
"1","toothbrush","10","560","6.328","-0.526"
"1","toothpaste","10","714","6.571","-0.413"
"1","toothpick","9","279","5.631","-0.506"
"1","topsoil","7","189","5.242","-0.125"
"1","torch","5","2,425","7.794","-0.544"
"1","torchlight","10","62","4.127","-0.130"
"1","torso","5","2,923","7.980","-0.503"
"1","tortilla","8","294","5.684","-0.203"
"1","tortoise","8","2,454","7.805","-0.040"
"1","tote","4","968","6.875","-0.025"
"1","toupee","6","180","5.193","0.184"
"1","tourist","7","4,624","8.439","-0.704"
"1","tourniquet","10","127","4.844","0.248"
"1","towel","5","3,399","8.131","-0.812"
"1","tower","5","23,842","10.079","-0.491"
"1","townsfolk","9","85","4.443","-0.193"
"1","toy","3","25,185","10.134","-0.570"
"1","track","5","45,579","10.727","-0.747"
"1","tracksuit","9","15","2.708","0.667"
"1","tractor","7","1,609","7.383","-0.427"
"1","tradesman","9","53","3.970","-0.194"
"1","trailer","7","4,296","8.365","-0.606"
"1","train","5","23,376","10.059","-0.701"
"1","trainee","7","514","6.242","-0.088"
"1","trainer","7","3,505","8.162","-0.409"
"1","trampoline","10","184","5.215","-0.018"
"1","tranquilizer","12","149","5.004","0.106"
"1","trap","4","9,424","9.151","-0.790"
"1","trapeze","7","152","5.024","0.102"
"1","trash","5","9,768","9.187","-0.690"
"1","trashcan","8","494","6.203","0.173"
"1","traveler","8","2,049","7.625","-0.543"
"1","tray","4","3,382","8.126","-0.395"
"1","treadmill","9","374","5.924","-0.301"
"1","treasure","8","4,470","8.405","-0.322"
"1","treat","5","15,558","9.652","-0.513"
"1","tree","4","27,218","10.212","-0.739"
"1","trench","6","1,927","7.564","-0.611"
"1","triceps","7","174","5.159","-0.059"
