"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL","I_Zscore"
"1","crane","5","1,824","7.509","-0.445"
"1","crap","4","21,328","9.968","-0.698"
"1","crate","5","2,138","7.668","-0.228"
"1","crawfish","8","153","5.030","-0.248"
"1","crayfish","8","87","4.466","-0.179"
"1","crayon","6","307","5.727","-0.340"
"1","cream","5","9,868","9.197","-0.733"
"1","creamer","7","102","4.625","-0.200"
"1","creature","8","16,556","9.715","-0.650"
"1","creek","5","8,465","9.044","-0.565"
"1","crepe","5","136","4.913","0.178"
"1","crewman","7","275","5.617","-0.067"
"1","crib","4","1,280","7.155","-0.615"
"1","cricket","7","6,213","8.734","-0.430"
"1","critter","7","842","6.736","-0.159"
"1","crocodile","9","521","6.256","-0.266"
"1","croissant","9","71","4.263","0.182"
"1","crop","4","4,786","8.473","-0.682"
"1","croquet","7","93","4.533","0.109"
"1","croquette","9","4","1.386","0.359"
"1","cross","5","29,753","10.301","-0.831"
"1","crossbar","8","155","5.043","-0.254"
"1","crossbow","8","624","6.436","-0.286"
"1","crosswalk","9","66","4.190","-0.487"
"1","crossword","9","782","6.662","-0.497"
"1","crotch","6","3,636","8.199","-0.238"
"1","crouton","7","44","3.784","-0.007"
"1","crowbar","7","238","5.472","-0.226"
"1","crown","5","8,962","9.101","-0.571"
"1","crucifix","8","230","5.438","-0.004"
"1","cruiser","7","2,036","7.619","-0.503"
"1","crumb","5","340","5.829","-0.383"
"1","crumpet","7","46","3.829","0.556"
"1","crust","5","1,475","7.296","-0.361"
"1","crutch","6","592","6.384","-0.314"
"1","crypt","5","3,856","8.257","-0.300"
"1","crystal","7","13,437","9.506","-0.445"
"1","cube","4","5,028","8.523","-0.680"
"1","cubical","7","52","3.951","-0.035"
"1","cucumber","8","690","6.537","0.007"
"1","cuff","4","835","6.727","-0.236"
"1","cuisine","7","1,004","6.912","-0.076"
"1","cup","3","27,792","10.233","-0.730"
"1","cupboard","8","564","6.335","-0.175"
"1","curb","4","2,042","7.622","-0.578"
"1","curd","4","148","4.997","-0.132"
"1","curler","6","20","2.996","-0.097"
"1","curry","5","2,113","7.656","-0.365"
"1","curtain","7","1,953","7.577","-0.534"
"1","cushion","7","832","6.724","-0.430"
"1","custard","7","519","6.252","-0.308"
"1","custodian","9","413","6.023","-0.174"
"1","customer","8","32,952","10.403","-0.582"
"1","cuticle","7","75","4.317","0.058"
"1","cutlery","7","212","5.357","0.029"
"1","cutlet","6","15","2.708","0.311"
"1","cymbal","6","385","5.953","-0.030"
"1","dachshund","9","265","5.580","0.457"
"1","dad","3","11,823","9.378","-0.652"
"1","daffodil","8","83","4.419","0.491"
"1","dagger","6","1,851","7.523","-0.410"
"1","daiquiri","8","34","3.526","0.377"
"1","dairy","5","2,683","7.895","-0.719"
"1","daisy","5","1,330","7.193","-0.593"
"1","damsel","6","272","5.606","0.016"
"1","dance","5","26,125","10.171","-0.905"
"1","dancer","6","2,993","8.004","-0.535"
"1","dandelion","9","232","5.447","0.275"
"1","dandruff","8","214","5.366","-0.111"
"1","darkroom","8","652","6.480","-0.387"
"1","dart","4","1,653","7.410","-0.544"
"1","dartboard","9","47","3.850","0.037"
"1","daughter","8","19,485","9.877","-0.794"
"1","daybed","6","8","2.079","0.218"
"1","debris","6","1,761","7.474","-0.225"
"1","deck","4","28,755","10.267","-0.468"
"1","decor","5","573","6.351","-0.175"
"1","deer","4","4,911","8.499","-0.733"
"1","deerskin","8","53","3.970","0.025"
"1","defendant","9","2,779","7.930","-0.064"
"1","delicatessen","12","79","4.369","0.094"
"1","deliveryman","11","15","2.708","0.355"
"1","Democrat","8","4,989","8.515","-0.315"
"1","den","3","18,869","9.845","-0.446"
"1","denim","5","581","6.365","-0.013"
"1","dentist","7","1,485","7.303","-0.736"
"1","deodorant","9","177","5.176","-0.203"
"1","dermatologist","13","244","5.497","0.322"
"1","derriere","8","128","4.852","0.842"
"1","desert","6","17,569","9.774","-0.627"
"1","desk","4","13,624","9.520","-0.657"
"1","dessert","7","1,385","7.233","-0.548"
"1","detergent","9","791","6.673","-0.270"
"1","detonator","9","292","5.677","0.177"
"1","device","6","49,124","10.802","-0.593"
"1","diagram","7","3,241","8.084","-0.384"
"1","diamond","7","18,291","9.814","-0.554"
"1","diaper","6","1,099","7.002","-0.367"
"1","diaphragm","9","404","6.001","-0.086"
"1","dice","4","14,894","9.609","-0.614"
"1","dictionary","10","13,452","9.507","-0.477"
"1","dietician","9","63","4.143","0.620"
"1","dime","4","2,557","7.847","-0.573"
"1","diner","5","1,030","6.937","-0.487"
"1","dinner","6","13,031","9.475","-0.667"
"1","dinnerware","10","140","4.942","0.236"
"1","dip","3","5,047","8.527","-0.727"
"1","diploma","7","1,486","7.304","-0.203"
"1","dipper","6","236","5.464","-0.028"
"1","dipstick","8","164","5.100","0.218"
"1","dirt","4","7,642","8.941","-0.565"
"1","dish","4","7,237","8.887","-0.723"
"1","dishwasher","10","821","6.711","-0.099"
"1","dishwater","9","54","3.989","-0.304"
"1","dispenser","9","465","6.142","-0.160"
"1","divorcee","8","129","4.860","0.414"
"1","dock","4","2,543","7.841","-0.375"
"1","doctor","6","31,917","10.371","-0.684"
"1","document","8","57,743","10.964","-0.623"
"1","dog","3","58,314","10.974","-0.910"
"1","dogcatcher","10","27","3.296","0.081"
"1","doghouse","8","176","5.170","-0.428"
"1","doll","4","5,685","8.646","-0.599"
"1","dollar","6","23,916","10.082","-0.672"
"1","dollhouse","9","95","4.554","-0.316"
"1","dolphin","7","1,644","7.405","-0.425"
"1","dominoes","8","207","5.333","0.255"
"1","donkey","6","2,629","7.874","-0.599"
"1","door","4","53,813","10.893","-0.891"
"1","doorbell","8","530","6.273","-0.193"
"1","doorframe","9","49","3.892","0.317"
"1","doorknob","8","184","5.215","-0.243"
"1","doorknocker","11","3","1.099","0.120"
"1","doorman","7","161","5.081","-0.352"
"1","doornail","8","40","3.689","0.390"
"1","doorstep","8","843","6.737","-0.192"
"1","doorstop","8","121","4.796","-0.388"
"1","dorm","4","1,650","7.409","-0.430"
"1","dormitory","9","280","5.635","-0.068"
"1","douche","6","234","5.455","-0.306"
"1","dough","5","3,391","8.129","-0.471"
"1","doughnut","8","484","6.182","0.062"
"1","dove","4","2,713","7.906","-0.486"
"1","drain","5","14,860","9.606","-0.633"
"1","drainpipe","9","27","3.296","0.484"
"1","drapery","7","42","3.738","0.021"
"1","drawers","7","877","6.777","-0.501"
"1","drawing","7","14,502","9.582","-0.493"
"1","drawstring","10","104","4.644","-0.051"
"1","dress","5","12,384","9.424","-0.751"
"1","dresser","7","874","6.773","-0.334"
"1","dressing","8","2,884","7.967","-0.542"
"1","dressmaker","10","61","4.111","-0.198"
"1","driftwood","9","252","5.529","-0.247"
"1","drill","5","5,862","8.676","-0.561"
"1","drink","5","19,872","9.897","-0.728"
"1","driver","6","69,007","11.142","-0.729"
"1","drone","5","868","6.766","0.303"
"1","drug","4","37,439","10.530","-0.703"
"1","drugstore","9","337","5.820","-0.410"
"1","drum","4","8,300","9.024","-0.527"
"1","drumstick","9","77","4.344","-0.408"
"1","dryer","5","1,153","7.050","-0.439"
"1","drywall","7","215","5.371","-0.050"
"1","duck","4","6,829","8.829","-0.798"
"1","duckling","8","83","4.419","-0.022"
"1","duckweed","8","26","3.258","0.243"
"1","ductwork","8","69","4.234","0.745"
"1","dude","4","6,892","8.838","-0.669"
"1","duffel","6","126","4.836","0.077"
"1","dumbbell","8","102","4.625","0.148"
"1","dumbwaiter","10","15","2.708","1.072"
"1","dumpling","8","105","4.654","-0.154"
"1","dust","4","18,645","9.833","-0.710"
"1","dustbin","7","221","5.398","0.511"
"1","duster","6","342","5.835","-0.234"
"1","dwarf","5","4,768","8.470","-0.282"
"1","dwelling","8","864","6.762","-0.211"
"1","dye","3","1,750","7.467","-0.354"
"1","dynamite","8","1,724","7.452","0.067"
"1","ear","3","11,312","9.334","-0.834"
"1","earmuff","7","0","0.000","0.389"
"1","earphone","8","142","4.956","-0.221"
"1","earpiece","8","75","4.317","-0.137"
"1","earplug","7","23","3.135","-0.190"
"1","earring","7","417","6.033","-0.309"
"1","earth","5","61,680","11.030","-0.763"
"1","earthworm","9","303","5.714","-0.071"
"1","earwax","6","32","3.466","-0.130"
"1","easel","5","226","5.421","-0.141"
"1","eclair","6","51","3.932","0.323"
"1","editor","6","45,222","10.719","-0.692"
"1","educator","8","915","6.819","-0.052"
"1","eel","3","2,422","7.792","-0.176"
"1","egg","3","14,967","9.614","-0.805"
"1","eggbeater","9","25","3.219","-0.174"
"1","eggplant","8","642","6.465","-0.403"
"1","eggshell","8","92","4.522","-0.253"
"1","elbow","5","3,401","8.132","-0.743"
"1","electrician","11","357","5.878","-0.016"
"1","electrocardiogram","17","26","3.258","1.461"
"1","electronics","11","16,925","9.737","0.117"
"1","elephant","8","7,010","8.855","-0.412"
"1","elevator","8","3,215","8.076","-0.400"
"1","employee","8","11,023","9.308","-0.328"
"1","employer","8","27,757","10.231","-0.545"
"1","enamel","6","334","5.811","-0.040"
"1","encyclopedia","12","4,635","8.441","0.284"
"1","enemy","5","16,802","9.729","-0.634"
"1","engine","6","39,577","10.586","-0.558"
"1","engineer","8","47,390","10.766","-0.469"
"1","entertainer","11","514","6.242","0.173"
"1","entomologist","12","115","4.745","1.498"
"1","entree","6","205","5.323","-0.188"
"1","envelope","8","10,813","9.289","-0.460"
"1","environment","11","70,839","11.168","0.028"
"1","environmentalist","16","960","6.867","0.654"
"1","epidermis","9","84","4.431","0.225"
"1","equipment","9","51,532","10.850","-0.282"
"1","eraser","6","593","6.385","-0.496"
"1","erection","8","2,862","7.959","-0.028"
"1","escalator","9","189","5.242","-0.323"
"1","espresso","8","1,543","7.341","0.097"
"1","essay","5","4,621","8.438","-0.373"
"1","evergreen","9","1,229","7.114","-0.363"
"1","examiner","8","963","6.870","-0.117"
"1","excavator","9","38","3.638","0.521"
"1","executioner","11","704","6.557","0.090"
"1","extinguisher","12","251","5.525","0.190"
"1","eye","3","41,052","10.623","-0.904"
"1","eyeball","7","465","6.142","-0.479"
"1","eyebath","7","1","0.000","0.305"
"1","eyedrop","7","5","1.609","-0.336"
"1","eyeglass","8","83","4.419","0.023"
"1","eyeglasses","10","220","5.394","0.006"
"1","eyelash","7","92","4.522","-0.390"
"1","eyelid","6","249","5.517","-0.372"
"1","eyepiece","8","536","6.284","-0.112"
"1","eyewash","7","17","2.833","-0.036"
"1","fabric","6","5,876","8.679","-0.691"
"1","face","4","77,706","11.261","-0.878"
"1","factory","7","19,414","9.874","-0.620"
"1","fairground","10","84","4.431","-0.104"
"1","family","6","88,710","11.393","-0.610"
"1","fan","3","37,452","10.531","-0.820"
"1","farm","4","10,864","9.293","-0.683"
"1","farmer","6","5,026","8.522","-0.635"
"1","farmhand","8","19","2.944","0.153"
"1","farmhouse","9","234","5.455","-0.487"
"1","fastener","8","98","4.585","-0.034"
"1","father","6","38,034","10.546","-0.619"
"1","faucet","6","439","6.084","-0.369"
"1","fauna","5","606","6.407","0.264"
"1","fawn","4","388","5.961","-0.166"
"1","feast","5","1,911","7.555","-0.455"
"1","feather","7","2,364","7.768","-0.471"
"1","featherbed","10","17","2.833","0.044"
"1","fedora","6","110","4.700","0.236"
"1","feline","6","1,174","7.068","0.129"
"1","female","6","43,053","10.670","-0.636"
"1","femur","5","174","5.159","0.193"
"1","fence","5","5,277","8.571","-0.467"
"1","fern","4","569","6.344","-0.281"
"1","ferret","6","2,524","7.834","0.066"
"1","ferryboat","9","20","2.996","0.187"
"1","fertilizer","10","1,231","7.116","-0.198"
"1","festival","8","9,122","9.118","-0.403"
"1","fiancee","7","1,097","7.000","0.385"
"1","fiddle","6","2,076","7.638","-0.261"
"1","fig","3","1,887","7.543","-0.265"
"1","figurine","8","215","5.371","-0.029"
"1","file","4","311,710","12.650","-0.582"
"1","fillet","6","203","5.313","-0.048"
"1","film","4","52,691","10.872","-0.450"
"1","finger","6","37,566","10.534","-0.625"
"1","fingerboard","11","436","6.078","0.253"
"1","fingernail","10","939","6.845","0.027"
"1","fingerprint","11","3,570","8.180","0.111"
"1","fingertip","9","247","5.509","-0.254"
"1","fir","3","706","6.560","0.188"
"1","firearm","7","3,170","8.061","-0.342"
"1","firecracker","11","223","5.407","0.058"
"1","fireplace","9","1,259","7.138","-0.614"
"1","firewood","8","329","5.796","-0.445"
"1","firstborn","9","330","5.799","-0.088"
"1","fish","4","30,614","10.329","-0.786"
"1","fishbone","8","212","5.357","-0.244"
"1","fisherman","9","954","6.861","-0.089"
"1","fishpond","8","12","2.485","0.120"
"1","fist","4","6,036","8.705","-0.229"
"1","fixture","7","633","6.450","-0.576"
"1","flag","4","15,311","9.636","-0.779"
"1","flagpole","8","154","5.037","-0.408"
"1","flamethrower","12","318","5.762","0.440"
"1","flannel","7","448","6.105","-0.436"
"1","flapjack","8","139","4.934","-0.261"
"1","flashbulb","9","19","2.944","0.259"
"1","flashlight","10","845","6.739","-0.339"
"1","flask","5","809","6.696","-0.335"
"1","flaxseed","8","37","3.611","0.305"
"1","fleece","6","630","6.446","-0.092"
"1","flesh","5","11,266","9.330","-0.678"
"1","floor","5","35,635","10.481","-0.751"
"1","floorboard","10","45","3.807","-0.157"
"1","flooring","8","311","5.740","-0.449"
"1","florist","7","250","5.521","-0.559"
"1","floss","5","1,244","7.126","-0.463"
"1","flounder","8","268","5.591","-0.488"
"1","flour","5","4,625","8.439","-0.603"
"1","flower","6","6,288","8.746","-0.693"
"1","flowerbed","9","6","1.792","0.070"
"1","flowerpot","9","48","3.871","0.168"
"1","fluid","5","6,796","8.824","-0.556"
"1","flute","5","3,491","8.158","-0.482"
"1","flycatcher","10","18","2.890","0.215"
"1","flypaper","8","23","3.135","0.003"
"1","flyswatter","10","23","3.135","0.523"
"1","foghorn","7","135","4.905","-0.089"
"1","folder","6","15,935","9.676","-0.667"
"1","foliage","7","607","6.409","-0.095"
"1","fondue","6","87","4.466","0.440"
"1","food","4","59,724","10.997","-0.651"
"1","foodstuff","9","72","4.277","0.310"
"1","foot","4","24,212","10.095","-0.688"
"1","football","8","17,788","9.786","-0.711"
"1","footbath","8","1","0.000","0.119"
"1","footboard","9","38","3.638","0.150"
"1","footbridge","10","26","3.258","0.031"
"1","footpad","7","17","2.833","-0.195"
"1","footpath","8","73","4.290","-0.059"
"1","footstool","9","124","4.820","0.177"
"1","footwear","8","446","6.100","-0.553"
"1","forceps","7","201","5.303","0.195"
"1","ford","4","16,671","9.721","-0.516"
"1","forearm","7","881","6.781","-0.105"
"1","forefinger","10","397","5.984","0.056"
"1","forehead","8","2,401","7.784","-0.587"
"1","forest","6","17,098","9.747","-0.482"
"1","fork","4","11,253","9.328","-0.569"
"1","forklift","8","103","4.635","0.055"
"1","fossil","6","2,605","7.865","-0.622"
"1","fountain","8","4,302","8.367","-0.503"
"1","fountainhead","12","309","5.733","0.630"
"1","foxhound","8","24","3.178","-0.226"
"1","frankfurter","11","157","5.056","0.640"
"1","freezer","7","1,554","7.349","-0.625"
"1","fridge","6","1,599","7.377","0.021"
"1","friend","6","81,053","11.303","-0.694"
"1","frog","4","3,126","8.048","-0.765"
"1","frosting","8","374","5.924","-0.692"
"1","fruit","5","10,728","9.281","-0.727"
"1","fruitcake","9","217","5.380","-0.149"
"1","fryer","5","200","5.298","-0.253"
"1","fudge","5","1,417","7.256","-0.482"
"1","fungus","6","885","6.786","-0.308"
"1","funnel","6","791","6.673","-0.348"
"1","furnace","7","1,248","7.129","-0.228"
"1","furnishings","11","265","5.580","-0.007"
"1","furniture","9","4,701","8.456","-0.060"
"1","gadget","6","1,337","7.198","-0.234"
"1","gambler","7","442","6.091","-0.541"
"1","game","4","197,271","12.192","-0.723"
"1","gangster","8","882","6.782","-0.251"
"1","garage","6","5,868","8.677","-0.507"
"1","garb","4","487","6.188","0.112"
"1","garbage","7","12,598","9.441","-0.440"
"1","garden","6","11,220","9.325","-0.751"
"1","gardener","8","789","6.671","-0.472"
"1","garland","7","1,083","6.987","-0.122"
"1","garlic","6","4,140","8.328","-0.486"
"1","garment","7","1,073","6.978","-0.291"
"1","gasket","6","889","6.790","-0.319"
"1","gate","4","16,638","9.719","-0.611"
"1","gatehouse","9","53","3.970","-0.044"
"1","gatekeeper","10","475","6.163","-0.116"
"1","gauze","5","304","5.717","-0.081"
"1","gavel","5","137","4.920","0.328"
"1","gazebo","6","129","4.860","-0.117"
"1","gear","4","15,326","9.637","-0.636"
"1","gem","3","3,223","8.078","-0.382"
"1","generator","9","9,104","9.116","-0.381"
"1","gentleman","9","4,731","8.462","-0.248"
"1","geranium","8","93","4.533","0.381"
"1","germ","4","645","6.469","-0.257"
"1","gift","4","11,722","9.369","-0.612"
"1","gin","3","1,092","6.996","-0.231"
"1","ginger","6","2,692","7.898","-0.149"
"1","gingerbread","11","122","4.804","-0.079"
"1","gingersnap","10","5","1.609","0.524"
"1","girdle","6","279","5.631","0.086"
"1","girl","4","40,340","10.605","-0.791"
"1","girlfriend","10","7,675","8.946","-0.370"
"1","glass","5","20,768","9.941","-0.758"
"1","glassblower","11","9","2.197","0.426"
"1","glasses","7","8,546","9.053","-0.453"
"1","glassware","9","257","5.549","-0.426"
"1","glider","6","1,966","7.584","-0.050"
"1","glitter","7","898","6.800","-0.581"
"1","globe","5","5,452","8.604","-0.608"
"1","glue","4","5,283","8.572","-0.807"
"1","glycerine","9","151","5.017","0.161"
"1","goalkeeper","10","219","5.389","0.170"
"1","goalpost","8","33","3.497","0.361"
"1","goat","4","2,562","7.849","-0.615"
"1","goatee","6","186","5.226","0.328"
"1","goatskin","8","19","2.944","0.195"
"1","goblet","6","103","4.635","0.102"
"1","goddaughter","11","9","2.197","0.544"
"1","godfather","9","880","6.780","-0.411"
"1","godmother","9","206","5.328","-0.256"
"1","godparent","9","11","2.398","0.159"
"1","goggles","7","1,288","7.161","0.046"
"1","gold","4","53,067","10.879","-0.771"
"1","goldfish","8","1,107","7.009","-0.343"
"1","goldsmith","9","577","6.358","-0.170"
"1","golf","4","10,448","9.254","-0.824"
"1","golfer","6","585","6.372","-0.546"
"1","gondola","7","291","5.673","0.214"
"1","goose","5","1,790","7.490","-0.320"
"1","gooseberry","10","33","3.497","0.148"
"1","goulash","7","31","3.434","0.563"
"1","gourd","5","185","5.220","0.327"
"1","gown","4","1,301","7.171","-0.138"
"1","grandchild","10","309","5.733","-0.095"
"1","granddaughter","13","357","5.878","0.122"
"1","grandfather","11","3,817","8.247","-0.337"
"1","grandma","7","1,280","7.155","-0.209"
"1","grandnephew","11","10","2.303","0.776"
"1","grandniece","10","8","2.079","1.037"
"1","grandpa","7","855","6.751","-0.392"
"1","grandparent","11","191","5.252","-0.218"
"1","grandson","8","719","6.578","-0.278"
"1","granite","7","3,635","8.198","-0.044"
"1","granny","6","584","6.370","-0.247"
"1","grape","5","1,637","7.401","-0.578"
"1","grapefruit","10","346","5.846","-0.207"
"1","grapevine","9","941","6.847","-0.017"
"1","graphite","8","1,092","6.996","-0.188"
"1","grass","5","7,354","8.903","-0.728"
"1","grasshopper","11","400","5.991","-0.291"
"1","grater","6","129","4.860","0.339"
"1","grave","5","7,527","8.926","-0.666"
"1","gravel","6","2,399","7.783","-0.469"
"1","gravestone","10","95","4.554","-0.169"
"1","graveyard","9","3,792","8.241","-0.168"
"1","gravy","5","916","6.820","-0.349"
"1","grease","6","2,965","7.995","-0.523"
"1","greenery","8","105","4.654","0.152"
"1","greenhouse","10","1,656","7.412","-0.617"
"1","greens","6","2,067","7.634","-0.524"
"1","grenade","7","2,933","7.984","0.240"
"1","greyhound","9","1,633","7.398","-0.202"
"1","griddle","7","116","4.754","-0.188"
"1","grill","5","1,495","7.310","-0.662"
"1","grits","5","228","5.429","-0.270"
"1","groceries","9","806","6.692","-0.202"
"1","groom","5","1,692","7.434","-0.179"
"1","ground","6","48,767","10.795","-0.781"
"1","groundsman","10","6","1.792","0.267"
"1","guard","5","16,067","9.685","-0.695"
"1","guardhouse","10","20","2.996","0.340"
"1","guardrail","9","43","3.761","0.749"
"1","guardsman","9","50","3.912","0.032"
"1","guest","5","14,822","9.604","-0.571"
"1","guesthouse","10","42","3.738","0.177"
"1","guestroom","9","8","2.079","0.040"
"1","guidebook","9","582","6.366","-0.111"
"1","guillotine","10","251","5.525","0.776"
"1","guitar","6","24,781","10.118","-0.499"
"1","guitarist","9","3,095","8.038","-0.277"
"1","gum","3","2,607","7.866","-0.604"
"1","gumbo","5","360","5.886","0.071"
"1","gumdrop","7","25","3.219","0.172"
"1","gun","3","47,274","10.764","-0.708"
"1","gunfighter","10","98","4.585","-0.102"
"1","gunnysack","9","12","2.485","0.429"
"1","gunpowder","9","550","6.310","-0.001"
"1","guy","3","84,152","11.340","-0.668"
"1","gym","3","3,549","8.174","-0.542"
"1","gymnasium","9","252","5.529","0.140"
"1","gymnast","7","145","4.977","-0.141"
"1","gynecologist","12","217","5.380","0.615"
"1","gyroscope","9","153","5.030","0.733"
"1","hailstone","9","14","2.639","0.346"
"1","hair","4","42,603","10.660","-0.863"
"1","hairbrush","9","499","6.213","-0.432"
"1","hairdo","6","207","5.333","0.380"
"1","hairdresser","11","162","5.088","-0.143"
"1","hairline","8","300","5.704","-0.231"
"1","hairnet","7","25","3.219","-0.045"
"1","hairpiece","9","100","4.605","-0.073"
"1","hairpin","7","124","4.820","-0.049"
"1","hairstyle","9","223","5.407","-0.399"
"1","hairstylist","11","24","3.178","0.185"
"1","hall","4","33,443","10.418","-0.699"
"1","hallway","7","2,200","7.696","-0.060"
"1","ham","3","6,778","8.821","-0.576"
"1","hamburger","9","1,260","7.139","-0.396"
"1","hammer","6","6,714","8.812","-0.463"
"1","hammock","7","167","5.118","-0.304"
"1","hamper","6","464","6.140","-0.210"
"1","hamster","7","923","6.828","-0.260"
"1","hamstring","9","255","5.541","0.016"
"1","hand","4","124,848","11.735","-0.842"
"1","handbag","7","206","5.328","-0.429"
"1","handball","8","159","5.069","-0.470"
"1","handbook","8","6,519","8.782","-0.567"
"1","handbrake","9","39","3.664","0.316"
"1","handcart","8","40","3.689","0.360"
"1","handclap","8","9","2.197","0.527"
"1","handclasp","9","4","1.386","0.675"
"1","handgun","7","2,335","7.756","-0.144"
"1","handhold","8","33","3.497","0.132"
"1","handkerchief","12","250","5.521","0.090"
"1","handle","6","46,491","10.747","-0.733"
"1","handlebar","9","232","5.447","0.428"
"1","handrail","8","61","4.111","0.383"
"1","handsaw","7","19","2.944","0.128"
"1","handshake","9","954","6.861","-0.467"
"1","hanger","6","961","6.868","-0.219"
"1","hangnail","8","54","3.989","0.190"
"1","hanky","5","172","5.147","0.149"
"1","hardcover","9","7,799","8.962","-0.217"
"1","hardware","8","76,178","11.241","-0.464"
"1","hardwood","8","855","6.751","-0.393"
"1","harmonica","9","670","6.507","0.107"
"1","harness","7","2,870","7.962","-0.435"
"1","harp","4","1,667","7.419","-0.582"
"1","harpist","7","81","4.394","0.041"
"1","harpsichord","11","701","6.553","0.706"
"1","harvest","7","2,648","7.882","-0.624"
"1","hat","3","11,748","9.371","-0.902"
"1","hatband","7","20","2.996","0.351"
"1","hatchback","9","289","5.666","-0.159"
"1","hatchet","7","506","6.227","-0.046"
"1","haystack","8","193","5.263","-0.027"
"1","head","4","109,089","11.600","-0.859"
"1","headboard","9","201","5.303","-0.216"
"1","headdress","9","77","4.344","0.453"
"1","headgear","8","185","5.220","0.299"
"1","headlight","9","551","6.312","-0.542"
"1","headmistress","12","50","3.912","0.653"
"1","headphones","10","1,290","7.162","-0.139"
"1","headpiece","9","107","4.673","-0.102"
"1","headrest","8","35","3.555","0.144"
"1","heads","5","17,890","9.792","-0.710"
"1","headset","7","924","6.829","-0.295"
"1","hearse","6","160","5.075","0.208"
"1","hedgehog","8","983","6.891","0.116"
"1","heel","4","4,377","8.384","-0.695"
"1","helicopter","10","3,201","8.071","-0.330"
"1","helmet","6","5,751","8.657","-0.409"
"1","hen","3","1,305","7.174","-0.363"
"1","herb","4","4,078","8.313","-0.453"
"1","herbivore","9","75","4.317","0.477"
"1","heroin","6","3,616","8.193","-0.272"
"1","hibachi","7","10","2.303","0.680"
"1","hibiscus","8","126","4.836","0.441"
"1","hickory","7","367","5.905","-0.251"
"1","hiker","5","988","6.896","-0.480"
"1","hill","4","31,346","10.353","-0.786"
"1","him","3","368,957","12.818","-0.402"
"1","hinge","5","955","6.862","-0.235"
"1","hip","3","6,836","8.830","-0.785"
"1","hippie","6","646","6.471","-0.080"
"1","hitchhiker","10","302","5.710","0.263"
"1","hoe","3","1,022","6.930","-0.256"
"1","hog","3","2,408","7.787","-0.559"
"1","holder","6","5,026","8.522","-0.651"
"1","holding","7","24,422","10.103","-0.661"
"1","holster","7","507","6.229","-0.144"
"1","home","4","190,434","12.157","-0.782"
"1","homemaker","9","128","4.852","-0.321"
"1","homework","8","3,469","8.152","-0.436"
"1","honey","5","9,093","9.115","-0.557"
"1","honeycomb","9","238","5.472","-0.269"
"1","honeydew","8","82","4.407","-0.054"
"1","honeysuckle","11","85","4.443","-0.147"
"1","hood","4","7,563","8.931","-0.654"
"1","hook","4","11,610","9.360","-0.672"
"1","hoop","4","1,279","7.154","-0.611"
"1","horn","4","9,173","9.124","-0.715"
"1","horse","5","23,855","10.080","-0.638"
"1","horsefly","8","8","2.079","0.133"
"1","horseman","8","1,643","7.404","-0.421"
"1","horseradish","11","139","4.934","0.862"
"1","horseshoe","9","469","6.151","0.256"
"1","horsewhip","9","12","2.485","0.395"
"1","hose","4","3,874","8.262","-0.441"
"1","hostel","6","604","6.404","0.117"
"1","hostess","7","643","6.466","-0.444"
"1","hotel","5","20,364","9.922","-0.805"
"1","hotplate","8","17","2.833","-0.078"
"1","hound","5","2,575","7.854","-0.579"
"1","hourglass","9","1,145","7.043","-0.130"
"1","house","5","104,153","11.554","-0.998"
"1","houseboat","9","100","4.605","-0.430"
"1","houseboy","8","60","4.094","-0.270"
"1","housecoat","9","16","2.773","0.113"
"1","housefly","8","15","2.708","-0.105"
"1","housekeeper","11","207","5.333","-0.394"
"1","housemaid","9","15","2.708","0.008"
"1","housewife","9","726","6.588","-0.525"
"1","hubcap","6","66","4.190","0.475"
"1","hug","3","3,801","8.243","-0.749"
"1","human","5","180,168","12.102","-0.766"
"1","hurdle","6","541","6.293","-0.368"
"1","husband","7","19,172","9.861","-0.343"
"1","husk","4","267","5.587","-0.495"
"1","husky","5","716","6.574","-0.358"
"1","hut","3","1,868","7.533","-0.642"
"1","hutch","5","374","5.924","-0.029"
"1","hypnotist","9","359","5.883","0.030"
"1","ice","3","38,056","10.547","-0.822"
"1","iceboat","7","8","2.079","-0.052"
"1","icebox","6","40","3.689","-0.721"
"1","icepick","7","82","4.407","0.114"
"1","icing","5","1,010","6.918","-0.145"
"1","igloo","5","146","4.984","-0.094"
"1","iguana","6","1,370","7.223","0.202"
"1","illustrator","11","2,313","7.746","0.164"
"1","incubator","9","197","5.283","-0.081"
"1","infant","6","9,248","9.132","-0.512"
"1","ingredients","11","4,971","8.511","-0.171"
"1","ink","3","5,596","8.630","-0.762"
"1","insect","6","2,539","7.840","-0.393"
"1","insole","6","91","4.511","0.203"
"1","inspector","9","2,731","7.912","-0.433"
"1","instructor","10","7,586","8.934","-0.423"
"1","instrument","10","10,141","9.224","-0.153"
"1","insulin","7","3,621","8.195","-0.110"
"1","intercom","8","868","6.766","-0.175"
"1","intern","6","1,512","7.321","-0.473"
"1","interviewer","11","714","6.571","0.154"
"1","inventor","8","3,720","8.221","-0.522"
"1","investigator","12","2,024","7.613","-0.089"
"1","iron","4","19,187","9.862","-0.653"
"1","item","4","35,168","10.468","-0.697"
"1","jacket","6","10,208","9.231","-0.706"
"1","jaguar","6","6,258","8.742","-0.235"
"1","jam","3","10,904","9.297","-0.702"
